ra.uz,217.195.193.2,False
register.uz,72.52.4.119,False
register.uz,72.52.4.119,False
register.uz,72.52.4.119,False
register.uz,72.52.4.119,False
register.uz,72.52.4.119,False
register.uz,72.52.4.119,False
register.uz,72.52.4.119,False
register.uz,72.52.4.119,False
register.uz,72.52.4.119,False
register.uz,72.52.4.119,False
register.uz,72.52.4.119,False
region.uz,209.62.122.118,False
register.uz,72.52.4.119,False
register.uz,72.52.4.119,False
register.uz,72.52.4.119,False
register.uz,72.52.4.119,False
register.uz,72.52.4.119,False
register.uz,72.52.4.119,False
register.uz,72.52.4.119,False
register.uz,72.52.4.119,False
registan.uz,62.152.86.131,False
registratura.uz,195.158.27.26,True
registrator.uz,77.221.142.253,False
registry.uz,199.79.62.205,False
reinhart.uz,91.204.236.5,True
rek.uz,46.8.35.129,True
reklama.uz,217.16.18.120,False
reko.uz,80.80.208.8,True
rele.uz,89.108.77.49,False
religions.uz,91.212.89.99,True
rem.uz,104.128.225.135,False
remington.uz,195.3.213.110,False
remond.uz,50.87.144.150,False
renault.uz,160.92.110.170,False
render.uz,185.26.122.104,False
renesans.uz,62.209.128.102,True
renner.uz,62.209.128.102,True
rental-car.uz,72.52.10.14,False
rentalcar.uz,72.52.10.14,False
rentacar.uz,72.52.4.119,False
rentcar.uz,83.69.139.168,True
rentex.uz,23.236.62.147,False
rentgen.uz,62.209.133.18,True
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reporter.uz,69.73.129.60,False
reprocessing.uz,83.221.178.223,True
res.uz,217.29.116.177,True
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
reset.uz,195.158.0.162,True
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
reset.uz,195.158.0.162,True
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
research.uz,68.178.254.120,False
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
resp.uz,217.29.116.176,True
resource.uz,217.29.116.177,True
restart.uz,91.212.89.68,True
resource.uz,217.29.116.177,True
restore.uz,77.222.61.141,False
restore.uz,77.222.61.141,False
resource.uz,217.29.116.177,True
restore.uz,77.222.61.141,False
resource.uz,217.29.116.177,True
research.uz,68.178.254.120,False
restart.uz,91.212.89.68,True
restore.uz,77.222.61.141,False
restore.uz,77.222.61.141,False
restore.uz,77.222.61.141,False
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
restore.uz,77.222.61.141,False
resource.uz,217.29.116.177,True
restore.uz,77.222.61.141,False
resource.uz,217.29.116.177,True
restart.uz,91.212.89.68,True
restart.uz,91.212.89.68,True
restart.uz,91.212.89.68,True
restart.uz,91.212.89.68,True
restart.uz,91.212.89.68,True
restart.uz,91.212.89.68,True
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
reset.uz,195.158.0.162,True
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
research.uz,68.178.254.120,False
reset.uz,195.158.0.162,True
reshetki.uz,83.69.139.151,True
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
resp.uz,217.29.116.176,True
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
resource.uz,217.29.116.177,True
respect.uz,62.209.133.18,True
resser.uz,81.95.237.17,True
restart.uz,91.212.89.68,True
restore.uz,77.222.61.141,False
restart.uz,91.212.89.68,True
restart.uz,91.212.89.68,True
restore.uz,77.222.61.141,False
restart.uz,91.212.89.68,True
restore.uz,77.222.61.141,False
restart.uz,91.212.89.68,True
restore.uz,77.222.61.141,False
restart.uz,91.212.89.68,True
restart.uz,91.212.89.68,True
restart.uz,91.212.89.68,True
restaurants.uz,91.212.89.70,True
restore.uz,77.222.61.141,False
resto.uz,188.120.226.138,False
restore.uz,77.222.61.141,False
restoran.uz,91.212.89.70,True
restore.uz,77.222.61.141,False
restore.uz,77.222.61.141,False
resume.uz,217.29.118.22,True
resurs.uz,31.170.163.194,False
retro.uz,195.158.30.209,True
retro.uz,195.158.30.209,True
retro.uz,195.158.30.209,True
retro.uz,195.158.30.209,True
reu.uz,91.212.89.100,True
reuters.uz,213.206.34.6,True
review.uz,92.53.118.41,False
review.uz,92.53.118.41,False
review.uz,92.53.118.41,False
review.uz,92.53.118.41,False
revent.uz,91.212.89.68,True
review.uz,92.53.118.41,False
review.uz,92.53.118.41,False
review.uz,92.53.118.41,False
review.uz,92.53.118.41,False
revolution.uz,46.8.35.129,True
rework.uz,162.243.96.11,False
rework.uz,162.243.96.11,False
rewon.uz,93.159.16.154,False
rework.uz,162.243.96.11,False
rework.uz,162.243.96.11,False
rewon.uz,93.159.16.154,False
rework.uz,162.243.96.11,False
rewon.uz,93.159.16.154,False
rework.uz,162.243.96.11,False
rewon.uz,93.159.16.154,False
rework.uz,162.243.96.11,False
rework.uz,162.243.96.11,False
rezba.uz,185.8.212.121,True
rezervo.uz,198.50.211.3,False
rezina.uz,81.95.237.17,True
rg.uz,77.221.141.35,False
rh.uz,185.26.230.129,False
rhd.uz,81.177.141.33,False
rial.uz,62.209.128.113,True
rial.uz,62.209.128.113,True
rial.uz,62.209.128.113,True
rial.uz,62.209.128.113,True
ribak.uz,92.53.106.14,False
riela.uz,213.164.133.3,False
rieter.uz,91.203.172.2,True
rikom.uz,46.8.35.129,True
riks.uz,217.29.118.183,True
rimi.uz,91.212.180.198,True
rinata.uz,62.209.133.18,True
rio.uz,148.251.247.71,False
rise.uz,83.69.139.168,True
riso.uz,212.227.31.178,False
rishton.uz,91.212.89.7,True
ritm.uz,91.212.180.198,True
rittal.uz,89.175.252.66,False
rkp.uz,91.212.89.100,True
rl.uz,91.219.194.31,False
rma.uz,80.80.208.8,True
rm.uz,78.110.50.148,False
rmf.uz,91.212.89.99,True
rmi.uz,91.188.128.21,True
rmm.uz,217.29.116.177,True
rn.uz,77.221.148.35,False
rnr.uz,91.212.89.100,True
roc.uz,46.8.35.129,True
roller.uz,82.215.71.202,True
roller.uz,82.215.71.202,True
roller.uz,82.215.71.202,True
rom.uz,77.222.40.115,False
roller.uz,82.215.71.202,True
roller.uz,82.215.71.202,True
roller.uz,82.215.71.202,True
roller.uz,82.215.71.202,True
roller.uz,82.215.71.202,True
roto.uz,46.8.35.129,True
roto.uz,46.8.35.129,True
road.uz,62.209.128.102,True
robinson.uz,213.239.227.24,False
roc.uz,46.8.35.129,True
rock.uz,94.158.63.1,True
rockport.uz,185.26.230.129,False
rockwool.uz,217.145.55.27,False
rohat.uz,208.109.26.5,False
roison.uz,217.29.116.177,True
roller.uz,82.215.71.202,True
roller.uz,82.215.71.202,True
roller.uz,82.215.71.202,True
rol.uz,5.9.23.25,False
roller.uz,82.215.71.202,True
rolex.uz,195.81.143.192,False
roller.uz,82.215.71.202,True
roller.uz,82.215.71.202,True
roller.uz,82.215.71.202,True
roller.uz,82.215.71.202,True
rollsroyce.uz,165.160.13.20,False
rolls-royce.uz,165.160.13.20,False
rom.uz,77.222.40.115,False
ronaldo.uz,46.8.35.129,True
ronc.uz,217.12.82.36,True
root.uz,83.69.139.168,True
rosa.uz,178.159.250.170,False
rose.uz,62.209.142.206,True
rosella.uz,91.212.89.141,True
rosettastone.uz,165.160.15.20,False
rosita.uz,69.73.145.194,False
rosy.uz,91.204.236.5,True
roto.uz,46.8.35.129,True
rother.uz,50.87.144.150,False
roto.uz,46.8.35.129,True
rotork.uz,159.253.213.146,False
rouming.uz,82.215.71.30,True
rovaniemi.uz,66.116.210.201,False
rowenta.uz,185.26.230.137,False
royal.uz,62.209.128.102,True
royalcrown.uz,91.236.136.114,False
rozk.uz,91.212.89.100,True
rpc.uz,195.158.27.26,True
rp.uz,78.110.50.148,False
rpb.uz,94.158.48.2,True
rr.uz,82.146.36.62,False
rra.uz,91.212.89.68,True
rrk.uz,91.212.89.100,True
rrs.uz,5.63.152.189,False
rsi.uz,46.8.35.129,True
rss.uz,77.222.61.141,False
rt.uz,77.221.142.254,False
rsu.uz,46.8.35.129,True
rtf.uz,77.222.42.156,False
rtg.uz,46.8.35.129,True
rtm.uz,195.158.0.162,True
rtp.uz,178.159.250.10,False
rtr.uz,50.87.144.150,False
rtt.uz,81.95.237.17,True
rubber.uz,62.209.128.102,True
rubber.uz,62.209.128.102,True
rubber.uz,62.209.128.102,True
rubber.uz,62.209.128.102,True
rubber.uz,62.209.128.102,True
rubber.uz,62.209.128.102,True
rubber.uz,62.209.128.102,True
rubber.uz,62.209.128.102,True
rugby.uz,83.69.139.168,True
rugby.uz,83.69.139.168,True
rugby.uz,83.69.139.168,True
rugby.uz,83.69.139.168,True
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
rubber.uz,62.209.128.102,True
rubber.uz,62.209.128.102,True
rubber.uz,62.209.128.102,True
rubber.uz,62.209.128.102,True
rubber.uz,62.209.128.102,True
rubber.uz,62.209.128.102,True
rubber.uz,62.209.128.102,True
russian.uz,50.87.100.245,False
rubber.uz,62.209.128.102,True
rubicon.uz,46.8.35.129,True
rubin.uz,81.95.237.17,True
ruby.uz,178.63.4.166,False
rud.uz,80.150.9.99,False
rueda.uz,91.212.89.68,True
rugby.uz,83.69.139.168,True
rugby.uz,83.69.139.168,True
rugby.uz,83.69.139.168,True
rugby.uz,83.69.139.168,True
rukav.uz,89.111.176.107,False
run.uz,216.239.32.21,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
rusal.uz,173.254.28.54,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
ruslan.uz,91.227.16.12,False
russian.uz,50.87.100.245,False
russ.uz,195.158.0.162,True
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
russian.uz,50.87.100.245,False
rustam.uz,78.110.50.123,False
ruster.uz,91.212.89.68,True
rustex.uz,81.95.237.17,True
